deg_C,relative_humidity,absolute_humidity,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,target
36.1,26.4,1.5505,1002.0,946.6,782.0,1685.1,666.7,8.6
11.7,36.9,0.488,635.4,407.5,1680.0,843.2,313.8,0.4
29.6,32.4,1.3026,1234.2,1126.2,641.2,1900.1,1481.5,14.9
21.9,16.8,0.4642,872.4,824.0,1166.6,1238.0,642.5,5.5
18.0,74.9,1.6062,1135.0,891.1,637.0,1569.0,972.2,8.6
27.2,33.8,1.2951,829.6,812.0,880.0,1301.1,828.9,5.1
25.2,32.8,1.0048,828.9,630.2,1106.2,1288.8,524.2,2.8
23.5,33.7,0.9878,934.2,890.0,791.8,1435.6,835.1,7.4
26.1,51.9,1.6491,892.0,691.0,858.2,1431.3,627.8,4.3
13.1,46.3,0.7547,1077.7,989.9,716.1,1282.1,1405.3,12.0
29.6,44.8,1.7248,1419.3,1235.9,526.1,1721.8,1278.7,16.5
35.4,29.1,1.7736,1023.8,685.4,851.2,1439.1,614.8,4.2
17.3,52.2,1.0481,1157.5,756.6,1028.6,1552.7,639.5,5.1
23.5,35.1,1.076,870.3,670.7,1000.6,1428.0,647.0,4.0
12.2,70.0,0.9948,1474.4,1391.9,449.3,1853.9,1806.1,24.6
14.7,63.7,1.0494,1369.2,988.4,792.4,1782.9,1297.4,11.8
26.0,51.7,1.9168,952.4,791.8,810.3,1605.0,662.2,4.8
21.8,47.0,1.2118,962.0,822.7,924.0,1588.6,836.3,6.0
24.4,52.3,1.6275,1312.7,1230.1,565.0,1660.0,1374.7,17.9
23.1,51.3,1.4184,946.0,565.4,1060.8,1221.1,607.2,2.4
25.9,42.9,1.6479,886.4,758.1,846.0,1665.3,728.1,5.8
34.9,25.3,1.5557,1078.8,1071.2,691.2,1882.4,913.0,11.5
9.9,69.1,0.8196,959.3,690.1,1143.4,1251.8,852.8,3.3
19.8,32.3,0.7813,847.4,621.2,1225.0,1260.3,655.9,2.4
22.8,39.5,1.0679,1456.6,1393.9,617.0,2134.4,1541.3,25.8
26.5,41.1,1.5877,918.7,721.4,1045.5,1476.1,506.9,3.8
8.6,42.6,0.498,750.7,460.6,1303.8,793.8,412.1,0.7
25.2,40.5,1.3154,1075.6,1089.9,845.2,1674.8,1026.0,12.3
10.6,71.3,0.8666,1274.0,1112.6,545.0,1522.9,1339.3,15.0
24.9,32.2,0.2279,1116.3,373.7,1796.8,624.2,575.0,0.1
12.1,54.6,0.7642,1361.2,1247.1,705.8,2021.6,1443.4,22.5
32.3,22.7,1.2472,1093.4,997.5,834.1,1643.1,852.7,11.9
9.6,66.2,0.8091,939.4,505.7,1657.8,1236.2,392.0,1.5
15.6,41.4,0.7712,1061.0,940.2,855.6,1535.1,825.6,8.0
15.6,55.2,0.9881,909.8,850.1,846.4,1189.1,921.2,5.9
26.2,51.9,1.5593,1563.5,1564.6,497.1,2364.1,1765.4,25.3
12.4,69.6,1.0264,1260.3,1159.3,627.1,1442.0,1146.6,16.7
5.8,50.0,0.4488,1100.3,981.2,723.5,1100.3,1083.8,10.2
24.9,48.2,1.4337,1096.9,947.0,724.0,1775.7,1168.0,9.8
27.9,44.0,1.6004,977.6,853.4,734.3,1616.0,733.0,7.0
16.1,57.0,0.9357,1101.9,980.0,954.5,1219.2,955.2,10.6
21.3,42.6,1.04,936.4,835.0,999.1,1474.9,836.2,7.2
25.4,34.3,0.2318,1110.1,411.2,1945.1,576.3,772.7,0.1
11.1,58.9,0.7595,1091.4,752.7,1118.2,1451.1,717.9,5.4
10.2,77.5,0.9677,1314.0,1015.2,608.0,1334.6,1260.5,12.3
27.4,50.8,1.805,864.0,591.3,1031.0,1558.0,691.6,2.6
21.3,29.8,0.7516,1428.8,1003.2,1032.4,1547.2,1143.0,11.2
34.1,31.2,1.4344,1429.0,1486.7,519.4,2151.8,1806.2,26.6
24.0,54.8,1.7114,860.0,651.0,1131.5,1382.7,546.1,2.7
27.9,45.4,1.4713,969.3,699.9,970.6,1493.9,576.2,3.9
30.3,30.6,1.3244,993.7,906.3,813.1,1798.8,834.4,9.4
7.9,79.7,0.8452,952.7,739.8,830.2,1101.1,964.3,5.6
10.3,77.8,0.9976,1025.1,792.5,742.6,1201.9,937.9,6.4
26.1,49.3,1.4615,1005.9,933.2,750.4,1672.9,1181.2,8.0
16.8,53.5,1.0488,1116.0,1016.7,744.8,1401.8,1259.0,10.6
41.4,12.3,0.8872,1087.7,1065.0,784.1,1570.6,1100.0,11.0
14.5,50.4,0.7902,1024.1,1017.6,1458.6,1246.4,962.3,9.1
22.5,48.3,1.3254,996.4,794.3,802.8,1446.7,746.2,6.4
25.6,22.4,0.7853,991.3,877.4,1154.6,1388.2,889.4,8.8
21.6,56.3,1.3664,1259.2,1268.2,473.8,1817.0,1496.0,21.3
23.7,45.6,1.1915,1073.3,919.2,791.5,1426.9,963.8,8.5
18.8,41.2,0.8468,851.6,599.9,1417.0,1198.1,675.7,2.2
29.5,40.2,1.4187,1074.2,1049.4,745.0,1825.8,1113.8,11.0
18.8,43.8,1.0027,890.5,761.4,936.0,1463.0,920.2,6.1
26.5,57.8,1.7684,1430.3,1416.5,454.1,1847.0,1864.7,21.5
22.4,54.6,1.457,837.1,659.4,992.6,1491.6,629.0,3.9
15.7,57.9,1.0826,1378.0,1297.8,619.4,1988.7,1290.0,18.1
37.9,14.7,0.9099,980.2,1135.7,802.2,1606.0,871.7,13.3
17.6,32.9,0.676,950.4,742.9,1046.9,1261.6,634.6,5.4
27.2,41.2,1.5069,1201.9,1070.4,710.3,2015.5,1335.2,15.3
39.3,18.5,1.3306,1085.3,1137.4,711.8,1846.8,1221.1,16.2
9.4,59.1,0.7,843.9,588.4,1391.2,1258.3,709.7,2.7
13.3,73.8,1.1257,966.2,644.1,1201.2,1521.4,503.8,3.4
17.9,55.7,1.1551,1155.3,877.4,876.0,1503.1,1159.8,8.5
18.0,26.0,0.579,1065.9,932.9,1030.6,1358.3,806.1,7.8
27.3,32.7,1.1263,946.7,1106.7,840.8,1829.1,880.3,12.3
11.0,70.4,0.9909,950.7,650.7,918.8,1042.5,813.8,3.4
19.9,62.2,1.295,1111.8,950.8,699.8,1377.6,1008.0,7.5
17.6,65.3,1.4657,1050.4,921.7,657.1,1540.2,984.6,8.2
20.0,66.6,1.5522,1665.7,1721.1,378.1,2134.7,1926.1,36.7
17.7,54.7,1.2233,1432.6,1262.2,571.5,1964.2,1809.6,20.4
22.3,49.4,1.37,879.9,644.6,1035.8,1438.0,615.0,2.7
18.2,64.2,1.3464,1050.0,916.2,761.3,1363.0,1031.1,7.8
9.2,44.5,0.5125,863.0,850.0,1095.6,1064.2,841.6,6.9
23.0,46.4,1.2044,1040.4,1033.1,867.8,1681.7,851.9,11.1
23.1,32.6,0.8372,913.3,727.5,910.9,1487.9,907.4,4.7
22.4,58.9,1.5492,866.3,686.0,962.5,1439.0,605.4,3.8
24.6,45.3,1.3029,1319.1,1377.3,559.9,2343.3,1596.9,28.7
30.4,51.1,2.1054,1095.1,976.7,611.9,1916.2,1176.0,9.7
23.2,31.3,0.2169,1065.1,377.4,1953.6,568.7,661.4,0.1
19.2,61.3,1.5251,1089.0,1142.4,830.2,1832.3,1075.4,13.4
29.1,42.9,1.6695,927.8,791.0,816.8,1525.6,563.6,6.4
11.2,73.2,1.0202,909.0,506.3,1192.3,995.1,452.2,1.2
22.8,37.8,1.0852,1000.6,1044.1,740.0,1509.1,969.0,9.8
21.9,41.2,1.0324,1056.6,1073.8,891.4,1558.7,762.3,10.7
20.9,55.4,1.3752,965.0,758.6,1025.0,1582.0,806.0,5.9
32.8,29.4,1.531,1310.2,1301.0,637.0,1886.7,1061.8,18.0
14.0,64.2,0.9328,837.1,670.6,1125.1,1312.0,832.2,3.3
25.3,44.2,1.2839,928.6,872.2,917.8,1574.9,681.9,7.4
20.8,58.9,1.3713,1475.9,1687.3,399.5,2379.1,1820.0,40.0
20.3,73.3,1.6384,1007.8,759.8,831.0,1502.0,802.6,6.2
36.4,25.7,1.5512,923.1,704.2,978.2,1436.2,555.4,4.3
38.5,21.1,1.3863,823.7,745.0,984.9,1488.2,493.0,5.6
20.5,72.6,1.7261,1042.1,802.8,850.7,1573.5,825.7,6.6
21.1,51.3,1.2701,921.6,770.0,961.3,1549.4,654.0,6.3
20.9,35.0,0.9002,1381.1,1375.5,726.5,2104.3,1710.4,26.0
23.9,49.3,1.3802,1203.6,1076.3,713.0,1967.6,1167.2,14.6
23.6,32.2,0.2241,1093.2,381.6,1781.7,575.3,603.1,0.1
29.6,25.2,1.0386,1013.8,1306.0,738.8,1877.0,1044.3,20.1
15.7,55.7,0.9483,970.9,786.0,906.8,1540.2,1056.4,6.1
5.9,85.6,0.8148,809.6,465.5,1504.1,1019.7,411.0,0.9
12.6,42.2,0.6169,856.3,726.2,890.5,1080.1,603.2,4.3
30.1,37.8,1.4794,1119.1,1040.5,659.2,1567.5,1151.0,12.0
29.6,37.3,1.3781,967.1,931.0,813.4,1537.8,859.2,9.7
14.8,47.8,0.8193,1403.8,949.4,909.8,1699.2,1520.6,11.1
32.5,19.5,0.9587,1024.9,968.6,898.8,1544.0,703.8,9.6
22.8,28.4,0.7845,999.4,930.0,853.0,1371.3,812.0,8.8
21.1,46.9,1.2178,1140.5,1115.0,710.5,1822.8,971.8,13.2
21.5,44.8,1.0837,1330.4,1095.6,574.2,1578.2,1296.9,13.5
9.2,84.0,0.9567,1000.6,724.2,861.6,1140.5,892.8,3.9
13.6,73.3,1.0632,1120.7,842.4,890.0,1424.8,980.2,6.4
22.3,49.5,1.261,918.8,735.4,948.2,1448.0,760.9,4.0
24.3,49.3,1.4819,1036.8,875.0,733.3,1392.6,877.0,7.7
19.4,52.6,1.0893,1028.4,941.0,729.8,1275.0,1060.8,9.5
10.5,23.1,0.3264,1100.9,1330.4,697.8,1200.0,1280.9,17.9
18.2,55.9,1.2278,1246.6,1354.6,561.3,2189.2,1477.6,20.5
24.1,48.2,1.4486,984.9,918.0,717.1,1717.2,970.0,8.0
22.7,60.0,1.6069,1341.3,1311.4,502.9,1701.9,1460.8,17.4
31.7,32.9,1.3793,1111.9,933.9,858.0,1704.4,875.0,8.2
10.7,73.6,0.9868,1714.6,1314.4,510.9,1446.1,1906.0,18.4
42.0,20.0,1.3447,1027.0,989.8,723.8,1648.9,883.0,11.3
19.0,53.6,1.216,1229.9,1409.1,517.4,1818.8,1423.9,21.0
28.6,46.5,1.6376,999.0,806.3,832.1,1726.2,864.0,7.3
11.1,57.6,0.7544,1337.6,1226.9,682.0,1947.3,1569.9,19.5
17.2,44.3,0.9383,746.8,557.8,1476.8,1225.9,447.0,2.1
20.3,52.8,1.1694,1144.0,1006.0,802.4,1581.0,1182.9,11.0
5.6,49.4,0.4412,970.0,724.8,926.2,976.5,1120.7,5.2
14.2,66.2,1.0508,1356.6,1152.4,589.4,1542.9,1487.1,13.7
32.5,32.4,1.7754,1089.7,885.1,713.9,1631.5,825.0,8.2
28.4,22.9,0.9181,961.3,745.0,1077.1,1320.0,435.2,5.0
15.9,44.2,0.7093,1084.6,906.0,862.0,1579.4,894.6,9.3
29.4,53.0,2.0297,1063.9,987.0,709.1,1816.0,970.0,10.7
26.6,50.4,1.6605,866.0,627.1,1023.2,1546.5,606.7,2.4
10.8,34.0,0.4331,1168.8,1079.0,665.0,1156.3,1505.5,13.4
20.7,46.6,1.1244,992.2,843.8,778.4,1488.0,884.0,7.0
20.4,65.6,1.6436,1287.2,1314.8,637.3,2093.3,1404.9,19.5
9.8,58.8,0.7499,863.9,645.5,895.8,992.8,712.0,3.1
8.3,79.3,0.8759,1105.7,767.0,768.2,1223.2,1137.3,6.1
31.6,31.1,1.3686,1200.5,1306.6,676.2,2186.1,1085.8,18.2
14.6,63.1,1.0591,1143.4,1069.7,654.0,1541.2,1254.3,14.3
17.7,60.4,1.1725,1059.3,950.5,782.8,1844.4,933.0,10.8
11.3,63.0,0.8025,957.5,653.0,1372.8,1259.7,707.8,2.7
16.0,33.9,0.6535,864.9,636.1,1037.8,1268.8,786.8,3.7
33.9,40.0,1.9642,1026.2,893.0,753.6,1699.8,924.0,6.8
18.0,56.0,1.1161,1149.5,1158.3,585.1,1566.5,1224.6,14.9
28.4,31.4,1.0419,862.1,896.0,1016.0,1600.6,753.7,8.6
17.9,49.9,1.1364,767.2,751.5,1092.0,1550.6,780.5,4.0
27.7,24.5,0.9652,1167.6,1085.7,756.1,1574.4,1111.8,11.7
21.4,41.9,1.0126,1173.1,712.3,1201.2,1582.4,567.3,4.5
12.5,77.6,1.1269,1452.5,1076.3,615.4,1437.5,1534.2,14.9
27.8,23.0,0.9655,1029.0,1187.0,806.6,1816.6,983.2,17.6
13.8,55.8,0.9176,951.3,823.0,898.2,1330.1,948.5,8.0
12.0,74.8,1.1538,1209.5,929.1,850.7,1555.0,965.0,8.3
30.7,27.1,1.3204,936.6,794.1,955.4,1421.0,508.8,4.9
18.0,67.7,1.3655,730.4,533.9,1462.6,1442.3,422.2,1.8
22.5,50.1,1.5011,858.5,669.9,982.6,1263.4,762.8,2.7
21.5,28.9,0.8461,868.3,675.9,1325.9,1250.2,526.1,3.9
26.1,33.5,0.234,1092.5,365.1,1993.4,607.3,594.4,0.1
15.5,46.9,0.8564,1128.9,970.3,925.6,1513.0,1120.4,9.6
32.1,20.7,1.027,1191.8,1147.5,803.7,1405.2,1066.8,14.9
24.2,48.3,1.5548,1385.2,1315.3,557.4,1948.8,1500.4,18.3
15.5,47.0,0.7687,1108.7,980.0,677.8,1276.0,1310.0,10.9
36.0,23.7,1.2326,1215.8,1081.6,708.0,1606.2,1045.5,14.9
22.2,52.9,1.3891,830.3,721.7,896.8,1387.7,890.5,5.5
29.0,27.2,1.1628,1101.4,973.7,730.6,1440.6,857.8,11.5
13.2,55.0,0.8765,1006.8,753.9,1241.1,1451.1,669.5,3.8
24.0,32.3,0.2215,1060.4,385.4,1787.4,613.3,623.5,0.1
23.9,33.3,0.2199,1154.8,376.6,1835.6,607.5,873.5,0.1
16.9,46.6,0.8704,1472.5,1472.3,583.1,2185.0,1651.9,24.1
16.0,85.1,1.5856,972.3,736.3,900.2,1408.6,819.1,3.9
18.3,66.2,1.3855,1143.3,1052.1,627.2,1400.3,1058.4,11.0
14.7,80.7,1.3156,879.9,672.0,954.7,1191.9,721.7,3.9
24.3,31.1,0.2261,1083.9,389.5,1757.0,595.8,666.4,0.1
29.1,30.8,1.1792,1033.1,880.0,898.6,1567.7,646.3,7.7
12.5,54.7,0.8223,1098.2,753.5,1065.0,1404.9,923.5,4.8
34.0,22.3,1.1583,824.0,601.4,1103.1,1129.0,439.4,2.6
18.8,68.3,1.4047,1381.8,1340.3,515.5,1851.2,1574.0,19.8
24.2,54.9,1.5386,1766.0,1635.9,405.6,2107.2,1948.3,31.6
23.5,48.1,1.3322,1024.6,940.2,705.0,1699.4,1039.0,11.3
15.8,63.2,1.3102,962.5,713.3,815.9,1259.3,758.6,4.9
31.5,21.8,0.9064,841.8,795.0,1032.0,1390.3,498.2,6.1
23.4,28.0,0.8736,1382.9,1095.1,879.7,1587.5,1125.6,12.1
18.2,38.0,0.7829,1117.9,928.1,837.1,1579.8,690.8,8.7
10.9,35.4,0.4624,634.1,428.5,2003.3,794.6,271.3,0.3
11.0,62.4,0.7867,1321.0,929.0,1102.9,1536.5,1263.2,9.7
30.8,28.4,1.4083,1165.9,1141.4,603.9,1663.8,1169.2,14.7
12.6,44.0,0.6104,1020.0,978.5,762.3,1307.2,1179.2,12.3
13.2,31.5,0.5037,946.4,574.8,1274.0,1184.0,697.9,2.2
11.2,56.8,0.7848,1220.9,697.5,1417.2,1462.6,949.0,4.4
15.5,76.0,1.278,1583.0,1829.6,416.1,2362.3,1727.1,36.0
16.2,59.0,1.0164,955.1,835.3,979.7,1513.7,719.7,6.1
27.0,37.5,1.4881,963.5,859.0,918.0,1562.8,842.8,7.4
25.7,35.9,1.1255,977.5,820.1,876.8,1392.3,688.2,6.1
16.1,54.5,1.0451,1322.0,1151.9,678.7,1851.2,1456.4,12.7
36.8,20.9,1.2813,1080.1,884.1,944.4,1518.0,714.4,6.8
17.3,47.7,0.9914,1657.5,1226.7,681.7,1922.7,1341.1,17.4
12.8,69.6,1.0163,1669.5,1466.0,421.1,1831.0,2063.1,25.2
15.3,50.6,0.9331,892.0,658.2,1059.3,1304.6,786.9,2.7
27.6,33.5,1.2441,1371.0,1287.1,528.6,2102.8,1797.4,22.3
29.3,44.8,1.9076,1000.1,929.0,743.8,1722.0,776.6,9.1
18.3,51.3,1.1174,1233.2,1013.7,666.6,1533.7,1424.0,14.0
38.4,20.8,1.3761,1024.1,1004.9,782.0,1691.0,830.2,13.2
26.2,52.3,1.7729,1223.6,1278.0,510.6,2116.5,1399.4,20.1
25.2,55.0,1.5748,938.5,795.8,785.0,1632.0,907.5,6.3
35.4,23.3,1.2297,1074.8,989.4,842.5,1768.2,709.6,9.9
20.1,69.7,1.5578,1097.5,895.0,741.9,1447.2,967.2,7.6
29.3,20.4,0.997,1128.2,836.1,1044.8,1505.5,498.2,7.2
4.1,44.3,0.3675,798.9,568.1,1174.1,802.0,601.9,2.2
36.0,19.6,1.1036,1017.0,1078.1,893.4,1782.9,912.7,12.8
37.4,27.7,1.7392,1128.1,1049.4,730.2,1832.1,941.3,11.6
13.7,49.9,0.7745,1287.3,1114.6,599.9,1354.3,1470.8,15.1
21.1,51.5,1.2867,1086.8,904.0,924.9,1590.7,828.5,7.9
32.1,34.7,1.7808,1072.7,820.1,840.3,1621.6,735.4,5.6
37.2,16.9,1.0274,799.3,715.1,1014.6,1281.1,458.4,3.8
12.4,24.5,0.3443,805.6,768.1,1023.7,834.2,738.9,4.7
18.6,61.5,1.2581,779.9,701.4,1046.9,1553.0,730.4,3.5
18.8,63.6,1.5443,863.2,605.4,1247.4,1516.7,529.2,3.0
27.8,54.4,1.8147,885.4,665.0,1000.5,1434.4,688.2,3.2
17.0,64.7,1.2679,1247.0,1134.2,644.2,1741.9,1129.6,13.2
24.8,56.4,1.8632,1771.6,1561.3,397.3,2330.9,1919.8,35.1
28.8,25.2,0.9736,1038.2,1044.2,759.8,1651.5,1125.0,11.0
21.6,59.4,1.7957,1160.0,1004.9,584.7,1657.9,1033.2,11.3
10.9,33.2,0.439,1119.6,1177.0,753.7,1165.2,1172.7,13.3
29.5,22.3,0.859,1114.1,1076.0,706.8,1787.0,895.6,14.4
36.2,19.9,1.2864,1065.6,862.1,802.4,1580.8,665.9,9.2
24.2,53.9,1.5765,1251.0,1289.3,552.9,1972.9,1476.6,17.7
17.5,55.3,1.1494,1254.3,1095.9,670.7,1783.7,1267.1,11.7
24.1,42.0,1.3432,1091.8,1039.3,622.0,1679.6,1234.2,10.8
35.2,16.7,1.1219,1108.8,1028.8,856.4,1636.8,880.0,12.5
25.4,29.3,0.9895,1391.3,1132.7,744.7,1850.0,1503.4,16.3
13.4,80.7,1.3461,1234.9,899.6,621.3,1379.4,920.3,8.7
15.0,51.3,0.8881,1368.0,1068.0,807.0,1781.6,1408.0,12.2
17.8,34.1,0.709,1436.5,1050.0,857.5,1746.2,1373.1,13.9
28.5,19.0,0.8348,875.1,707.8,1184.7,1324.1,439.9,4.5
30.3,43.2,1.6203,919.0,613.7,1116.0,1489.4,492.9,2.7
35.1,23.4,1.402,802.6,787.5,931.2,1390.0,493.7,4.8
30.3,31.7,1.3074,1228.9,1264.2,634.6,1621.9,1378.1,17.1
16.2,60.2,1.058,1062.1,843.5,967.7,1624.4,1187.3,7.0
21.3,54.1,1.4756,1317.7,1208.6,587.1,1721.1,1604.4,14.8
26.4,39.4,1.2268,1467.0,1343.4,610.5,2146.5,1433.3,21.7
17.5,79.5,1.5608,780.8,559.7,1258.7,1434.2,495.4,2.0
13.7,78.9,1.3544,952.8,761.9,859.9,1198.8,822.1,4.4
9.3,76.0,0.9299,909.0,708.0,1935.4,1104.5,726.5,3.5
19.1,59.0,1.265,858.0,802.4,991.4,1526.6,876.9,4.9
24.4,40.7,1.2017,848.4,819.7,938.6,1343.4,685.4,5.9
16.4,72.2,1.2837,1125.3,1128.6,542.2,1590.8,1095.1,16.6
22.5,34.9,0.2278,1065.5,405.1,1844.5,565.1,796.8,0.1
21.2,41.3,1.1731,1014.3,983.9,684.5,1628.0,1276.0,11.3
8.2,47.6,0.5517,1354.6,1357.3,525.0,1498.8,2015.0,23.9
23.1,33.9,0.9577,704.9,571.9,1121.3,1360.0,492.5,2.2
13.1,82.9,1.2767,825.3,492.1,1358.7,1149.0,522.8,1.2
6.7,74.8,0.7914,958.0,778.9,846.3,1136.8,745.4,5.5
21.8,43.2,1.1269,1059.8,1158.8,738.8,1778.7,1179.0,15.0
16.8,57.2,1.0492,1143.3,837.9,914.9,1458.2,952.4,7.3
18.8,40.5,0.8547,1675.2,1852.9,508.2,2448.7,2136.2,36.6
22.8,61.4,1.7507,922.2,699.7,951.4,1434.1,576.4,3.7
22.9,63.9,1.7256,1038.5,793.0,734.4,1536.2,935.3,6.3
16.4,74.6,1.4262,842.8,691.1,1007.0,1405.6,770.7,2.9
20.7,68.2,1.5544,1042.6,821.1,744.5,1497.8,936.5,6.2
16.6,63.5,1.2721,892.0,723.8,870.5,1351.0,896.7,5.0
10.4,57.8,0.714,1074.8,798.0,1093.8,1403.5,963.5,5.7
29.4,41.7,1.7259,901.9,621.3,1080.0,1451.3,486.5,2.9
18.9,51.9,1.1354,986.7,1231.7,792.5,1803.1,1120.7,15.1
30.9,29.0,1.3116,863.3,674.5,936.9,1390.8,522.6,4.1
19.6,56.7,1.3694,792.5,590.8,1318.0,1329.3,540.6,2.1
24.3,33.1,0.2167,1038.6,396.8,1851.2,608.0,621.1,0.1
24.2,29.7,0.8012,1007.8,923.5,804.1,1381.8,864.6,9.9
8.8,65.8,0.7423,1243.8,899.2,1135.3,1375.2,1155.4,7.0
15.1,53.6,0.9576,1739.4,1554.2,459.4,2688.0,1751.8,33.4
10.2,72.7,0.9117,1527.5,1169.0,842.5,1883.9,1132.6,14.3
23.0,54.5,1.5252,1192.7,996.4,686.4,1858.4,1251.5,11.9
13.0,51.3,0.7397,1001.0,1029.0,689.0,1317.8,1096.0,11.4
19.2,42.6,0.9485,1114.3,1034.2,832.3,1671.3,992.8,10.6
8.4,59.0,0.6432,1189.6,893.9,841.5,1179.1,1203.8,9.5
27.9,47.1,1.6199,1142.1,1141.0,631.0,1854.3,1272.2,14.9
23.3,39.5,1.0315,938.1,828.2,1067.0,1569.8,702.0,5.6
24.9,61.2,1.8088,1798.3,1840.8,354.4,2449.3,2073.0,39.2
17.5,73.8,1.5885,852.8,569.2,1201.0,1225.8,474.2,1.6
27.0,29.4,1.1769,1349.5,1166.2,698.0,1719.0,1508.6,17.0
35.3,33.9,1.6809,942.7,827.1,843.4,1629.7,612.5,6.4
24.9,49.1,1.6475,1182.0,1373.4,527.3,1926.7,1411.0,21.0
42.9,14.3,1.114,1153.9,1278.4,684.4,1680.5,1236.0,17.9
28.6,34.3,1.2264,1103.9,1099.0,605.0,1776.3,1260.0,13.9
18.3,55.3,1.1645,1018.2,926.2,826.8,1328.1,894.0,7.8
19.6,47.3,1.0242,761.4,547.1,1377.0,1297.9,442.0,2.0
23.2,47.9,1.4135,1232.6,1091.0,712.0,1739.1,1122.7,13.2
13.5,80.4,1.3794,836.1,655.5,1087.8,1314.8,675.0,3.1
23.6,38.7,1.2039,904.3,866.6,903.4,1709.8,786.8,7.4
15.2,57.2,1.0769,954.0,750.5,833.0,1317.6,812.2,5.6
24.0,39.0,1.1963,1297.7,1159.3,665.3,1855.7,1132.1,15.4
13.3,54.6,0.9404,860.2,848.0,889.8,1233.8,697.5,5.6
26.3,33.2,1.1485,1180.8,1386.1,728.2,2072.1,1367.0,24.8
7.5,74.7,0.7503,1254.9,1067.5,581.4,1264.4,1768.0,14.0
41.7,12.0,0.9252,917.7,769.9,929.3,1424.5,594.9,6.1
35.0,26.1,1.4013,1123.2,1226.4,745.2,1949.0,1274.1,15.8
22.2,33.9,0.8771,1147.5,887.0,965.1,1464.9,813.7,8.5
20.2,63.7,1.4524,1076.1,868.2,704.9,1556.1,1074.3,7.3
27.7,54.9,1.9669,935.0,695.6,916.6,1547.1,674.9,4.5
17.6,17.8,0.4091,991.0,893.0,807.8,1045.4,914.6,9.1
29.6,34.8,1.372,1194.9,1050.0,663.6,1596.6,1080.1,14.6
19.8,81.8,1.8538,1231.2,1179.8,567.8,1614.5,1030.1,14.0
13.0,63.7,1.0609,1442.1,1228.4,520.2,1586.0,2109.4,19.9
33.5,21.8,1.0469,1006.8,838.1,839.0,1376.2,728.2,7.8
25.0,46.6,1.4872,1009.9,898.6,695.2,1565.2,1016.6,9.7
24.7,37.3,1.1454,1090.3,1223.0,801.9,1765.1,1068.0,17.4
17.3,39.0,0.7598,1229.6,1126.6,821.6,1606.8,915.6,12.2
20.2,60.4,1.4678,1101.3,902.6,659.5,1540.4,1070.4,8.3
17.6,40.7,0.7922,987.8,945.5,946.4,1400.3,729.6,7.4
3.7,56.2,0.4651,923.9,750.9,977.1,953.0,959.0,4.3
21.6,44.5,1.0614,1257.4,1332.2,797.2,1854.4,1350.5,18.8
27.6,39.8,1.5776,908.0,757.1,904.0,1434.2,561.3,4.1
18.6,39.9,0.7793,1074.0,854.0,1001.0,1513.7,779.7,7.1
21.1,42.0,0.9639,1388.7,1316.0,641.4,2062.2,1857.1,18.8
33.7,23.2,1.0366,820.1,648.7,1161.3,1347.4,441.0,2.8
24.8,45.8,1.4883,1053.1,774.7,810.3,1470.0,1075.9,6.6
13.4,80.0,1.1761,1040.9,680.6,1086.6,1417.5,781.7,4.1
7.5,59.1,0.6107,943.5,754.7,831.9,1019.5,968.0,4.9
9.9,29.3,0.3545,945.8,909.9,917.7,1018.7,872.3,9.3
18.7,49.1,1.0396,1191.0,980.4,573.8,1440.6,1253.5,12.5
18.4,33.3,0.699,1000.4,765.4,998.4,1441.4,801.9,6.5
17.9,50.3,1.0379,827.4,719.7,1155.4,1374.5,633.4,4.2
22.3,49.6,1.3232,747.8,582.4,1260.3,1157.1,501.6,1.8
28.0,38.5,1.3878,912.1,611.9,925.4,1335.5,656.4,2.9
22.0,61.2,1.6353,815.0,587.6,1183.4,1390.5,551.8,1.7
28.9,30.9,1.3219,964.8,965.0,732.8,1589.3,862.3,8.7
25.2,30.4,0.9959,977.8,895.7,773.8,1295.0,873.1,6.8
19.9,62.6,1.4594,1140.0,1133.2,637.6,1570.0,1280.5,13.3
29.0,34.9,1.4564,1166.0,955.5,777.4,1605.2,922.7,9.3
21.9,59.1,1.6754,1034.6,856.8,793.8,1570.6,849.6,7.0
23.6,40.9,1.0968,1007.0,918.3,777.9,1456.4,1018.7,8.8
12.5,31.0,0.45,660.3,512.5,1479.0,802.2,336.0,1.2
26.8,59.2,1.8611,968.0,951.6,712.8,1724.8,1057.0,9.4
35.6,13.3,0.9015,1220.1,1458.6,606.7,2004.4,2450.2,24.0
21.1,64.9,1.6763,1506.3,1325.8,487.8,2137.0,1582.7,24.5
34.3,38.0,1.7953,1202.0,996.7,647.7,1827.2,1002.6,10.3
22.3,31.0,0.8417,1586.7,1348.9,751.9,2051.9,1642.6,19.8
25.6,43.0,1.4049,1315.8,1162.5,576.2,1539.7,1292.1,14.5
39.4,15.6,1.1485,1088.8,1171.8,839.4,1866.7,1063.6,13.4
28.4,28.8,1.1345,1075.0,1283.1,719.8,2001.3,1188.7,17.6
29.0,37.1,1.4072,925.0,669.1,986.3,1468.8,944.5,3.0
17.9,50.1,1.0498,873.3,853.3,870.2,1206.5,1003.2,6.1
21.8,55.2,1.4632,1116.5,882.6,788.6,1486.7,1070.2,8.1
23.1,54.7,1.7447,1304.1,981.1,667.8,1641.0,1161.8,10.8
